Filename	Atlas Name	Biospecimen	Assay	Level	Organ	Diagnosis	Data Access	File Format	HTAN Parent Data File ID	HTAN Data File ID	Data Category	Matrix Type	Linked Matrices	Cell Median Number Reads	Cell Median Number Genes	Cell Total	Sc RN Aseq Workflow Type	Sc RN Aseq Workflow Parameters Description	Workflow Link	Workflow Version	Synapse Id	Atlasid	Data File ID	Parent Data File ID	Is Raw Sequencing	Release Version	Metadata	View
sn_RNAseq_level_3/HT242P1-S1H1Fc2A2N1Z1_1Bmn1-features.tsv.gz	HTAN WUSTL	HTA12_25_3	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_25_2001	HTA12_25_3002	Other	Raw Counts		16829.5133	1229	13717	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116846	HTA12	HTA12_25_3002	HTA12_25_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT242P1-S1H1Fc2A2N1Z1_1Bmn1-matrix.mtx.gz	HTAN WUSTL	HTA12_25_3	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_25_2001	HTA12_25_3003	Gene Expression	Raw Counts		16829.5133	1229	13717	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116873	HTA12	HTA12_25_3003	HTA12_25_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT259P1-S1H1Fc2A2_1N1Bmn1_1-barcodes.tsv.gz	HTAN WUSTL	HTA12_26_4	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_26_2001	HTA12_26_3001	Other	Raw Counts		23358.9781	1464.5	8920	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116859	HTA12	HTA12_26_3001	HTA12_26_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT259P1-S1H1Fc2A2_1N1Bmn1_1-features.tsv.gz	HTAN WUSTL	HTA12_26_4	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_26_2001	HTA12_26_3002	Other	Raw Counts		23358.9781	1464.5	8920	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116862	HTA12	HTA12_26_3002	HTA12_26_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT259P1-S1H1Fc2A2_1N1Bmn1_1-matrix.mtx.gz	HTAN WUSTL	HTA12_26_4	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_26_2001	HTA12_26_3003	Gene Expression	Raw Counts		23358.9781	1464.5	8920	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116868	HTA12	HTA12_26_3003	HTA12_26_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT264P1-S1H2Fc2A2N1Z1_1Bmn1-barcodes.tsv.gz	HTAN WUSTL	HTA12_27_4	scRNA-seq	Level 3	Pancreas NOS	Mixed adenocarcinoma and squamous cell carcinoma	Synapse	gzip	HTA12_27_2001	HTA12_27_3001	Other	Raw Counts		14356.8668	925	13033	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116864	HTA12	HTA12_27_3001	HTA12_27_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT264P1-S1H2Fc2A2N1Z1_1Bmn1-features.tsv.gz	HTAN WUSTL	HTA12_27_4	scRNA-seq	Level 3	Pancreas NOS	Mixed adenocarcinoma and squamous cell carcinoma	Synapse	gzip	HTA12_27_2001	HTA12_27_3002	Other	Raw Counts		14356.8668	925	13033	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116854	HTA12	HTA12_27_3002	HTA12_27_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT264P1-S1H2Fc2A2N1Z1_1Bmn1-matrix.mtx.gz	HTAN WUSTL	HTA12_27_4	scRNA-seq	Level 3	Pancreas NOS	Mixed adenocarcinoma and squamous cell carcinoma	Synapse	gzip	HTA12_27_2001	HTA12_27_3003	Gene Expression	Raw Counts		14356.8668	925	13033	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116871	HTA12	HTA12_27_3003	HTA12_27_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT270P1-S1H2Fc2A2N1Bmn1_1-barcodes.tsv.gz	HTAN WUSTL	HTA12_28_4	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	gzip	HTA12_28_2001	HTA12_28_3001	Other	Raw Counts		31853.6114	1640.5	12980	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116857	HTA12	HTA12_28_3001	HTA12_28_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT270P1-S1H2Fc2A2N1Bmn1_1-features.tsv.gz	HTAN WUSTL	HTA12_28_4	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	gzip	HTA12_28_2001	HTA12_28_3002	Other	Raw Counts		31853.6114	1640.5	12980	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116847	HTA12	HTA12_28_3002	HTA12_28_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT270P1-S1H2Fc2A2N1Bmn1_1-matrix.mtx.gz	HTAN WUSTL	HTA12_28_4	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	gzip	HTA12_28_2001	HTA12_28_3003	Gene Expression	Raw Counts		31853.6114	1640.5	12980	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-1.0.1 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-1.0.1	syn51116872	HTA12	HTA12_28_3003	HTA12_28_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT284P1-S1H2Fc2A2N1Z1_1Bmn1_1-barcodes.tsv.gz	HTAN WUSTL	HTA12_29_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	gzip	HTA12_29_2001	HTA12_29_3001	Other	Raw Counts		27987.8914	1478	7995	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116844	HTA12	HTA12_29_3001	HTA12_29_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT284P1-S1H2Fc2A2N1Z1_1Bmn1_1-features.tsv.gz	HTAN WUSTL	HTA12_29_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	gzip	HTA12_29_2001	HTA12_29_3002	Other	Raw Counts		27987.8914	1478	7995	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116856	HTA12	HTA12_29_3002	HTA12_29_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT284P1-S1H2Fc2A2N1Z1_1Bmn1_1-matrix.mtx.gz	HTAN WUSTL	HTA12_29_2	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	gzip	HTA12_29_2001	HTA12_29_3003	Gene Expression	Raw Counts		27987.8914	1478	7995	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116865	HTA12	HTA12_29_3003	HTA12_29_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT288P1-S1H4Fc2A2N1Z1_1Bmn1_1-barcodes.tsv.gz	HTAN WUSTL	HTA12_30_2	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_30_2001	HTA12_30_3001	Other	Raw Counts		18997.1489	1438	16436	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116852	HTA12	HTA12_30_3001	HTA12_30_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT288P1-S1H4Fc2A2N1Z1_1Bmn1_1-features.tsv.gz	HTAN WUSTL	HTA12_30_2	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_30_2001	HTA12_30_3002	Other	Raw Counts		18997.1489	1438	16436	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116850	HTA12	HTA12_30_3002	HTA12_30_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT288P1-S1H4Fc2A2N1Z1_1Bmn1_1-matrix.mtx.gz	HTAN WUSTL	HTA12_30_2	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_30_2001	HTA12_30_3003	Gene Expression	Raw Counts		18997.1489	1438	16436	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116875	HTA12	HTA12_30_3003	HTA12_30_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT306P1-S1H1Fc2A2N1Z1_1Bmn1_1-barcodes.tsv.gz	HTAN WUSTL	HTA12_31_2	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_31_2001	HTA12_31_3001	Other	Raw Counts		21562.8872	978	16922	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116860	HTA12	HTA12_31_3001	HTA12_31_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT306P1-S1H1Fc2A2N1Z1_1Bmn1_1-features.tsv.gz	HTAN WUSTL	HTA12_31_2	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_31_2001	HTA12_31_3002	Other	Raw Counts		21562.8872	978	16922	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116849	HTA12	HTA12_31_3002	HTA12_31_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT306P1-S1H1Fc2A2N1Z1_1Bmn1_1-matrix.mtx.gz	HTAN WUSTL	HTA12_31_2	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_31_2001	HTA12_31_3003	Gene Expression	Raw Counts		21562.8872	978	16922	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116874	HTA12	HTA12_31_3003	HTA12_31_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT412P1-S1H1A3N1Z1_1Bmn1_1-barcodes.tsv.gz	HTAN WUSTL	HTA12_32_1	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_32_2001	HTA12_32_3001	Other	Raw Counts		17377.09	1698	11164	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116861	HTA12	HTA12_32_3001	HTA12_32_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT412P1-S1H1A3N1Z1_1Bmn1_1-features.tsv.gz	HTAN WUSTL	HTA12_32_1	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_32_2001	HTA12_32_3002	Other	Raw Counts		17377.09	1698	11164	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116853	HTA12	HTA12_32_3002	HTA12_32_2001		Release 3.0	Details	
sn_RNAseq_level_3/HT412P1-S1H1A3N1Z1_1Bmn1_1-matrix.mtx.gz	HTAN WUSTL	HTA12_32_1	scRNA-seq	Level 3	Pancreas NOS	Adenocarcinoma pancreatobiliary type	Synapse	gzip	HTA12_32_2001	HTA12_32_3003	Gene Expression	Raw Counts		17377.09	1698	11164	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to cellranger-arc-2.0.0 command using default parameters and the prebuilt GRCh38 genome reference (refdata-cellranger-arc-GRCh38-2020-A-2.0.0)	https://support.10xgenomics.com/single-cell-multiome-atac-gex/software/pipelines/latest/using/count	cellranger-arc-2.0.0	syn51116867	HTA12	HTA12_32_3003	HTA12_32_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1PAA1-barcodes.tsv	HTAN WUSTL	HTA12_1_1	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_1_2001	HTA12_1_3001	Other	Raw Counts		50255	1268	11248	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51117063	HTA12	HTA12_1_3001	HTA12_1_2001		Release 3.0	Details	
sc_RNAseq_level_3/HT056P-S1PAA1-features.tsv	HTAN WUSTL	HTA12_1_1	scRNA-seq	Level 3	Pancreas NOS	Pancreatobiliary-type carcinoma	Synapse	tsv	HTA12_1_2001	HTA12_1_3002	Other	Raw Counts		50255	1268	11248	CellRanger	For each sample, we obtained the unfiltered feature-barcode matrix per sample by passing the demultiplexed FASTQs to Cell Ranger v.3.1.0 ‘count’ command using default parameters and the prebuilt GRCh38 genome reference v.3.0.0 (GRCh38 and Ensembl 93) for scRNA.	https://support.10xgenomics.com/single-cell-gene-expression/software/pipelines/latest/using/count	Cell Ranger v.3.1.0	syn51116889	HTA12	HTA12_1_3002	HTA12_1_2001		Release 3.0	Details	
